2024-11-27 14:44:18 - INFO - Logging initialized with +5:30 offset.
2024-11-27 14:44:18 - INFO - Table checked or created successfully.
2024-11-27 14:44:18 - DEBUG - Using proactor: IocpProactor
2024-11-27 14:59:24 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:25 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 14:59:25 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 14:59:25 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:25 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:25 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:25 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:25 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:25 - DEBUG - Received 6C:48:E1:CC:BD:3E: .
2024-11-27 14:59:25 - DEBUG - Received 6C:48:E1:CC:BD:3E: .
2024-11-27 14:59:25 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:25 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:25 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:25 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:25 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:25 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:25 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:25 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:25 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:26 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:26 - DEBUG - Received 50:13:00:1B:85:2C: realme Buds Wireless 3.
2024-11-27 14:59:26 - DEBUG - Received 50:13:00:1B:85:2C: .
2024-11-27 14:59:26 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:26 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:26 - DEBUG - Received D4:25:11:25:10:7A: .
2024-11-27 14:59:26 - DEBUG - Received D4:25:11:25:10:7A: Vision 2_107A.
2024-11-27 14:59:26 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:26 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:26 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:26 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:26 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:26 - DEBUG - Received 50:13:00:1B:85:2C: .
2024-11-27 14:59:26 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:26 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:27 - DEBUG - Received 74:2B:F0:02:2A:B2: .
2024-11-27 14:59:27 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 14:59:27 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:27 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:27 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:27 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:27 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:27 - DEBUG - Received 12:57:A5:C8:1B:1A: .
2024-11-27 14:59:27 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:27 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:27 - DEBUG - Received 50:13:00:1B:85:2C: realme Buds Wireless 3.
2024-11-27 14:59:27 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:27 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:27 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:27 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:27 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:27 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:27 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:27 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:27 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:27 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:27 - DEBUG - Received 4A:0B:BC:9C:2B:54: .
2024-11-27 14:59:28 - DEBUG - Received EF:84:E4:3E:5E:29: .
2024-11-27 14:59:28 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:28 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:28 - DEBUG - Received 12:57:A5:C8:1B:1A: .
2024-11-27 14:59:28 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:28 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:28 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 14:59:28 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 14:59:28 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:28 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:28 - DEBUG - Received 46:76:9E:E1:CB:58: .
2024-11-27 14:59:28 - DEBUG - Received 46:76:9E:E1:CB:58: .
2024-11-27 14:59:28 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:28 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:28 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:28 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:28 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:28 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:28 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:28 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:28 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:28 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:28 - DEBUG - Received E8:CF:04:C1:D3:24: .
2024-11-27 14:59:28 - DEBUG - Received CD:9E:5C:67:F1:BF: .
2024-11-27 14:59:29 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:29 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:29 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:29 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:29 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:29 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:29 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:29 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:29 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:29 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:29 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:29 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:29 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:29 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:29 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:30 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:30 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:30 - DEBUG - Received D4:25:11:25:10:7A: .
2024-11-27 14:59:30 - DEBUG - Received D4:25:11:25:10:7A: Vision 2_107A.
2024-11-27 14:59:30 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 14:59:30 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:30 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:30 - DEBUG - 33 devices found. Watcher status: <BluetoothLEAdvertisementWatcherStatus.STOPPED: 3>.
2024-11-27 14:59:30 - WARNING - Retry 2: Device not found. Retrying in 2 seconds...
2024-11-27 14:59:32 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:32 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:33 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:33 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:33 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:33 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:33 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:33 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:33 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:33 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:33 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:33 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:33 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 14:59:33 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:33 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:33 - DEBUG - Received 6C:48:E1:CC:BD:3E: .
2024-11-27 14:59:33 - DEBUG - Received 6C:48:E1:CC:BD:3E: .
2024-11-27 14:59:33 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:33 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:33 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:33 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:33 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:33 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 14:59:33 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 14:59:33 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:33 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:33 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:34 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:34 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:34 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:34 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:34 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:34 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:34 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:34 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:34 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:34 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:34 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:34 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:34 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:34 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:34 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:34 - DEBUG - Received 65:3F:39:B6:71:1F: .
2024-11-27 14:59:34 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:34 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:34 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:34 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:34 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:34 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:34 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:35 - DEBUG - Received 12:57:A5:C8:1B:1A: .
2024-11-27 14:59:35 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:35 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:35 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:35 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:35 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:35 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:35 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:35 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:35 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:35 - DEBUG - Received 4A:0B:BC:9C:2B:54: .
2024-11-27 14:59:35 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:35 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:35 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:35 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:35 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:35 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:36 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:36 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:36 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:36 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:36 - DEBUG - Received EF:84:E4:3E:5E:29: .
2024-11-27 14:59:36 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:36 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:36 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:36 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:36 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 14:59:36 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:36 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:36 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:36 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:36 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:36 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:36 - DEBUG - Received 12:57:A5:C8:1B:1A: .
2024-11-27 14:59:36 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:36 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:36 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:36 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:37 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:37 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:37 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:37 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:37 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:37 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:37 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:37 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:37 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:37 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:37 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:37 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:37 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:37 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:37 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:37 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:37 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:37 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:37 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:37 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:37 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:37 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:38 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:38 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:38 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:38 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:38 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:38 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:38 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:38 - DEBUG - Received 4A:0B:BC:9C:2B:54: .
2024-11-27 14:59:38 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:38 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:38 - DEBUG - Received 12:57:A5:C8:1B:1A: .
2024-11-27 14:59:38 - DEBUG - Received 6C:48:E1:CC:BD:3E: .
2024-11-27 14:59:38 - DEBUG - Received 6C:48:E1:CC:BD:3E: .
2024-11-27 14:59:38 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:38 - DEBUG - Received 65:3F:39:B6:71:1F: .
2024-11-27 14:59:38 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:38 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:38 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:38 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:38 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:38 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:38 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:38 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:38 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:38 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:39 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:39 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:39 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:39 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:39 - DEBUG - Received 12:57:A5:C8:1B:1A: .
2024-11-27 14:59:39 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:39 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:39 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:39 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:39 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:39 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:39 - DEBUG - Received 2C:69:0C:97:A0:46: .
2024-11-27 14:59:39 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:39 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:39 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:39 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:40 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:40 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:40 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:40 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:40 - DEBUG - Received 65:3F:39:B6:71:1F: .
2024-11-27 14:59:40 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:40 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:40 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:40 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:40 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:40 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 14:59:40 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:40 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:40 - DEBUG - Received CD:9E:5C:67:F1:BF: .
2024-11-27 14:59:40 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:40 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:41 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:41 - DEBUG - Received 6C:48:E1:CC:BD:3E: .
2024-11-27 14:59:41 - DEBUG - Received 6C:48:E1:CC:BD:3E: .
2024-11-27 14:59:41 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:41 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:41 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:41 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:41 - DEBUG - Received 12:57:A5:C8:1B:1A: .
2024-11-27 14:59:41 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:41 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:41 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 14:59:41 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:41 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:42 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:42 - DEBUG - Received 56:07:9B:B7:56:EA: .
2024-11-27 14:59:42 - DEBUG - Received 56:07:9B:B7:56:EA: .
2024-11-27 14:59:42 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:42 - DEBUG - Received EF:84:E4:3E:5E:29: .
2024-11-27 14:59:42 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:42 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:42 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:42 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:42 - DEBUG - Received 12:57:A5:C8:1B:1A: .
2024-11-27 14:59:42 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:42 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 14:59:42 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:42 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:42 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:42 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:42 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:43 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 14:59:43 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:43 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:43 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:43 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 14:59:43 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:43 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:43 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:43 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:43 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:43 - DEBUG - Received 7D:BA:C6:D4:B6:FD: .
2024-11-27 14:59:43 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:43 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:43 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:43 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 14:59:43 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:44 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:44 - DEBUG - Received 12:57:A5:C8:1B:1A: .
2024-11-27 14:59:44 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:44 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:44 - DEBUG - Received 5A:72:63:8E:61:91: .
2024-11-27 14:59:44 - DEBUG - Received 6C:48:E1:CC:BD:3E: .
2024-11-27 14:59:44 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 14:59:44 - DEBUG - Received 68:64:78:D1:6E:C9: .
2024-11-27 14:59:44 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:44 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 14:59:44 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:44 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:44 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 14:59:44 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 14:59:44 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 14:59:44 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 14:59:44 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:44 - DEBUG - Received 03:F7:B8:7B:9C:B3: .
2024-11-27 14:59:44 - DEBUG - Received 3A:86:63:7E:E6:B2: .
